,location_name,address
2997,American Institute,"2201 Route 38, 8th Floor, Cherry Hill, NJ 08002"
2998,Hartford Seminary,"77 Sherman St, Hartford, CT 06105-2260"
2999,International Institute for Islamic Thought,"500 Grove St., Suite 200, Herndon, VA 20170"
3000,University of Hartford,"200 Bloomfield Ave, West Hartford, CT 06117-1599"
3001,Asylum Ave.Campus (formerly Htfd.College for Women,"1265 Asylum Avenue, Hartford, CT 06105-2206"
3002,North Campus (formerly St. Thomas Seminary),"467 Bloomfield Avenue, Bloomfield, CT 06002-2903"
3003,103 Woodland Street,"103 Woodland Street, Hartford, CT 06105-1233"
3004,University of Hartford at Handel Performing Arts Center,"Westbourne Parkway, Hartford, CT 06107"
3005,University of Hartford at Newington Prosthetics and Orthotics,"181 Patricia M. Genova Drive, Newington, CT 06111"
3006,University of Hartford at Soundbridge School,"123 Progress Drive, Wethersfield, CT 06109"
3007,CIGNA University Learning Facility,"1350 Hall Boulevard, West Hartford, CT 06117"
3008,Holy Apostles College and Seminary,"33 Prospect Hill Rd, Cromwell, CT 06416-2005"
3009,Holy Apostles College and Seminary at Sisters of Charity Motherhouse,"54 West Main Street, P.O. Box 691, Baltic, CT 06330"
3010,Housatonic Community College,"900 Lafayette Blvd, Bridgeport, CT 06604-4704"
3011,Leon Institute of Hair Design,"111 Wall St, Bridgeport, CT 06604-4226"
3012,Manchester Community College,"Great Path, P.O. Box 1046, Manchester, CT 06045-1046"
3013,Naugatuck Valley Community College,"750 Chase Parkway, Waterbury, CT 06708-3089"
3014,Auto- Tech Campus,"2200 Thomaston Ave., Waterbury, CT 06032"
3015,NVCC Danbury Campus,"190 Main Street, Danbury, CT 06810"
3016,Middlesex Community College - Middletown,"100 Training Hill Road, Middletown, CT 06457-4829"
3017,Middlesex Community College at Platt High School,"220 Coe Avenue, Meriden, CT 06451"
3018,Middlesex Community College at Manufacturing Training Centert,"Wilcox Technical High School, 298 Oregon Road, Meriden, CT 06451"
3019,Middlesex Community College at Vinal Technical H.S.,"60 Daniels St., Middletown, CT 06457"
3020,Mitchell College,"437 Pequot Ave, New London, CT 06320"
3021,Three Rivers Community College,"574 New London Turnpike, Norwich, CT 06360"
3022,TRCC at Corrigan-Radgowski Correctional Center,"986 Norwich-New London Turnpike, Uncasville, CT 06382"
3023,TRCC at York Correctional Institution,"201 West Main Street, Niantic, CT 06357"
3024,Renasci Academy of Hair Inc,"486 Bridgeport Avenue-Tower Plaza, Milford, CT 06460-1023"
3025,Lincoln Technical Institute - New Britain,"200 John Downey Drive, New Britain, CT 06051"
3026,New England Tractor Trailer Training School of Connecticut,"32 Field Rd, Somers, CT 06071"
3027,University of New Haven,"300 Boston Post Road, West Haven, CT 06516"
3028,University of New Haven at Naugatuck Valley Community College,"Founder Hall, 2nd Floor, 750 Chase Parkway, Waterbury, CT 06078"
3029,"University of New Haven - Arlington, VA","1225 Jefferson Davis Hwy, Arlington, VA 22202"
3030,"University of New Haven at Sandia National Laboratories, Albuquerque","1515 Eubank St SE, Albuquerque, NM 87123"
3031,University of New Haven at Hilton Garden Inn,"Hilton Garden Inn, 25 Old Stratford Rd, Shelton, CT 06484"
3032,University of New Haven at Sikorsky Corporation,"6900 Main Street, Stratford, CT 06497"
3033,University of New Haven at The Lighthouse Inn,"Lighthouse Inn, 6 Guthrie Pl, New London, CT 06320"
3034,University of New Haven at Bayer Pharmaceuticals,"400 Morgan Lane, West Haven, CT 06516"
3035,University of New Haven at Stamford Government Center,"888 Washington Blvd, Stamford, CT 06901"
3036,"University of New Haven at VA Medical Center, West Haven Campus","950 Campbell Avenue, West Haven, CT 06516"
3037,"University of New Haven at Sandia National Laboratories, Livermore","7011 East Ave, Livermore, CA 94550"
3038,University of New Haven at United Illuminating Co.,"801 Bridgeport Ave, Shelton, CT 06484"
3039,University of New Haven at Newington High School,"605 Willard Avenue, Newington, CT 06111"
3040,University of New Haven at Saybrook Point Inn & Spa,"2 Bridge Street, Old Saybrook, CT 06475"
3041,University of New Haven at Southeastern CT (Mitchell College),"Mitchell College, 409 Pequot Avenue, New London/Old Saybrook, CT 06320"
3042,Lyme Academy of Fine Arts,"84 Lyme St, Old Lyme, CT 06371"
3043,University of New Haven at Orange,"584 Derby-Milford Road, Orange, CT 06477"
3044,Yale Institute for Excellence,"300 George St, New Haven, CT 06510"
3045,UNH Sponsor Hospital,"77D Willow Street, New Haven, CT 06511"
3046,New Haven,"900 Chapel Street, New Haven, CT 06510"
3047,University of New Haven at Lincoln Middle School,"164 Centennial Ave, Meriden, CT 06451"
3048,UNH(San Francisco),"UNH, C/O Linyi Teachers Univ, 18 Tongda Rd, San Francisco, CA 93105"
3049,Pitney Bowes Cohort,"27 Waterview drive, Shelton, CT 06484"
3050,UNH- Blackbird/Nashville,"Blackbird Studios, 2806 Azalea Place, Nashville, TN 37204"
3051,University of New Haven at Sandia National Laboratories,"1900 Wyoming Blvd, Bldg 20602, Kirtland, NM 87117"
3052,University of New Haven (San Francisco),"44 Tehama Street, San Francisco, CA 93105"
3053,Ridley-Lowell Business and Technical Institute - New London,"470 Bank St, New London, CT 06320"
3054,Ridley-Lowell Business and Technical Institute - Danbury,"24 Shelter Rock Road, Danbury, CT 06810"
3055,Ridley-Lowell Business and Technical Institute - West Warwick,"186 Providence Street Lower Level, West Warwick, RI 02893"
3056,Norwalk Community College,"188 Richards Avenue, Norwalk, CT 06854"
3057,Northwestern Connecticut Community College,"Park Pl E, Winsted, CT 06098"
3058,Paier College of Art,"20 Gorham Ave, Hamden, CT 06514-3902"
3059,Marinello School of Beauty,"1231 East Main Street, Meriden, CT 06450-4836"
3060,Marinello School of Beauty - Bridgeport,"1027 Fairfield Avenue, Bridgeport, CT 06605"
3061,Marinello School of Beauty - Fairfield,"500  Kings Highway East, Fairfield, CT 06825"
3062,Marinello School of Beauty - Hamden,"1245 Dixwell Avenue, Hamden, CT 06514"
3063,Marinello School of Beauty - Willimantic,"1320 Main Street, Tyler Square, Willimantic, CT 06226"
3064,Porter and Chester Institute - Stratford,"670 Lordship Blvd, Stratford, CT 06615-7158"
3065,Post University,"800 Country Club Rd, P.O Box 2540, Waterbury, CT 06723"
3066,Post University at Four Points Sheraton,"275 Research Parkway, Meriden, CT 06450"
3067,Post University at Maron Hotel,"42 Lake Avenue Extension, Danbury, CT 06811"
3068,Post University at Broadview Middle School,"42 Lake Avenue, Danbury, CT 06810"
3069,Post University at Meriden Business Learning Center (MBLC),"500 South Broad Street, Danbury, CT 06450"
3070,Post University at Maloney High School,"500 South Broad Street, Danbury, CT 06450"
3071,Masonicare at Ashlar Village,"74 Cheshire Road, Wallingford, CT 06492"
3072,Post University Four Points by Sheraton Region,"426 Main Avenue, Norwalk, CT 06851"
3073,Ability Beyond Disability Building. Greater Danbury,"4 Berkshire Boulevard, Bethel, CT 06801"
3074,Quinebaug Valley Community College,"742 Upper Maple St, Danielson, CT 06239-1440"
3075,"Quinebaug Valley Community College - Willimantic, CT","729 Main Street, Willimantic, CT 06226"
3076,Quinebaug Valley Community College at H. H. Ellis Technical High School,"613 Upper Maple St., Danielson, CT 06239"
3077,Brooklyn Correctional Institution,"59 Hartford Road, Brooklyn, CT 06234"
3078,Windham High Technical High School - QV@WT,"210 Birch Street, Willimantic, CT 06226"
3079,Worcester Technical High School,"1 Skyline Drive, Worcester, MA 01605"
3080,Quinnipiac University,"275 Mount Carmel Ave, Hamden, CT 06518"
3081,North Haven Campus,"370 Bassett Road, North Haven, CT 06473"
3082,Sacred Heart University,"5151 Park Ave, Fairfield, CT 06825-1000"
3083,Sacred Heart University at Griswold,"Griswold High School, 267 Slater Avenue, Griswold, CT 06351"
3084,Sacred Heart University at Stamford,"3 Landmark Square, Stamford, CT 06901"
3085,Saint Vincent's College at SHU,"75 Hunting Street, Bridgeport, CT 06606"
3086,University of Saint Joseph,"1678 Asylum Ave, West Hartford, CT 06117-2791"
3087,Saint Josephs College at Crosby High School,"300 Pierpont Rd., Waterbury, CT 06705"
3088,Saint Josephs College at Mercy High School,"1740 Randolph Rd., Middletown, CT 06457"
3089,Howell Cheney Technical High School,"791 Middle Turnpike West, Manchester, CT 06040"
3090,Danbury H.S.,"Danbury H.S., 43 Clapboard Ridge Rd., Danbury, CT 06811"
3091,University of Saint Joseph at John F. Kennedy Middle School,"155 Raffia Road, Enfield, CT 06082"
3092,University of Saint Joseph at Notre Dame High School,"220 Jefferson St, Fairfield, CT 06825"
3093,Irving A Robbins Middle School at,"20 Wolf Pit Rd., Farmington, CT 06032"
3094,Marine Science Magnet School,"139 Shennecossett Road, Groton, CT 06340"
3095,ACES Hamden,"205 Skiff Street, Hamden, CT 06517"
3096,Breakthrough Magnet School,"290 Brookfield Street, Hartford, CT 06106"
3097,University of Saint Joseph School of Pharmacy,"229 Trumbull Street, Hartford, CT 06103"
3098,University of Saint Joseph at Wilton High School,"395 Danbury Road, Wilton, CT 06897"
3099,Manchester Community College Arts and Education Center,"903 Main Street, Manchester, CT 06040"
3100,University of Saint Joseph at Plainville High School,"47 Robert Holcomb Way, Plainville, CT 06062"
3101,University of Saint Joseph - The Masters School,"36 Westledge Road, Simsbury, CT 06092"
3102,University of Saint Joseph at Lyman Hall High School,"70 Pond Hill Road, Wallingford, CT 06492"
3103,University of Saint Joseph at Gilmarten Elementary School,"94 Spring Lake Rd., Waterbury, CT 06706"
3104,Global Communications Academy,"85 Edwards Street, Hartford, CT 06120"
3105,East Catholic High School,"115 New State Road, Manchester, CT 06042"
3106,Kelly Middle School,"25 Mahan Drive, Norwich, CT 06360"
3107,McDonough School,"111 Hillside Avenue, Hartford, CT 06106"
3108,Tolland High School,"1 Eagle Hill, Tolland, CT 06084"
3109,West Hill Elementary,"95 Cronin Drive, Rocky Hill, CT 06067"
3110,Wethersfield High School,"411 Wolcott Hill Road, Wethersfield, CT 06109"
3111,All Saints Catholic School. Norwalk,"139 West Rocks Road, Norwalk, CT 06851"
3112,Canton High School,"76 Simonds Avenue, Canton, CT 06019"
3113,Eastside Neighborhood Resource Center,"153 Spruce Street, Manchester, CT 06040"
3114,Waterbury Arts Magnet School,"16 South Elm Street, Waterbury, CT 06706"
3115,University of Saint Joseph at Danbury H.S.,"43 Clapboard Ridge Rd., Danbury, CT 06811"
3116,University of Saint Joseph at Grace Academy,"277 Main Street, Hartford, CT 06106"
3117,Gateway Community College,"20 Church Street, New Haven, CT 06510"
3118,Gateway Community College at  North Haven,"88 Bassett Road, North Haven, CT 06473"
3119,St Vincent's College at Sacred Heart University,"2800 Main St, Bridgeport, CT 06606"
3120,AS Radiography/Stamford Instructional Site,"1351 Washington Blvd, Stamford, CT 06902"
3121,Stamford Health System,"30 Shelburne Road, Stamford, CT 06902"
3122,Southern Connecticut State University,"501 Crescent Street, New Haven, CT 06515"
3123,Southern Connecticut State University at Cesar A. Batalla Elementary School,"606 Howard Ave., Bridgeport, CT 06605"
3124,Southern Connecticut State University at East Lyme Middle School,"31 Society Rd, East Lyme, CT 06333"
3125,Southern Connecticut State University at Huntington Elementary School,"80 West Town St., Norwich, CT 06360"
3126,Southern Connecticut State University at Buckeley High School,"300 Wethersfield Ave., Hartford, CT 06117"
3127,Grove School,"175 Copse Road, Madison, CT 06443"
3128,Hamden School District,"60 Putnam Avenue, Hamden, CT 06517"
3129,Meriden School District,"22 Liberty Street, Meriden, CT 06450"
3130,New Britain School District,"272 Main Street, New Britain, CT 06050"
3131,Waterbury School District,"236 Grand Street, Waterbury, CT 06702"
3132,Waterford School District,"15 Rope Ferry Road, Waterford, CT 06385"
3133,SCSU at Cheshire CT Board of Education,"29 South Main Street, Cheshire, CT 06410"
3134,Stone Academy,"560 Saw Mill Road, West Haven, CT 06516"
3135,Stone Academy - East Hartford,"745 Burnside Avenue, East Hartford, CT 06108"
3136,Stone Academy - Waterbury,"101 Pierpont Road, Waterbury, CT 06705"
3137,Tri-State College of Acupuncture,"80 Eighth Ave Rm 400, New York, NY 10011"
3138,Trinity College,"300 Summit St, Hartford, CT 06106-3100"
3139,Tunxis Community College,"271 Scott Swamp Road, Farmington, CT 06032-3187"
3140,United States Coast Guard Academy,"15 Mohegan Avenue, New London, CT 06320-4195"
3141,Wesleyan University,"229High St, Middletown, CT 06459"
3142,Westlawn Institute of Marine Technology,"243 Washington Street, Bath, ME 04530"
3143,Western Connecticut State University,"181 White Street, Danbury, CT 06810-6860"
3144,West Side Campus,"47 Mill Plain Road, Danbury, CT 06810"
3145,Yale University,"105 Wall Street, New Haven, CT 06520"
3146,Yale Child Study Center,"230 S. Frontage Road, New Haven, CT 06520-7900"
3147,Beebe Medical Center,"424 Savannah Road, Lewes, DE 19958"
3148,Dawn Career Institute,"252 Chapman Road, Newark, DE 19702"
3149,Delaware Technical and Community College - Owens,"Route 18, Seashore Highway, Georgetown, DE 19947"
3150,Delaware Technical and Community College Jack F. Owens Campus I,"21480 Rudder Lane, Georgetown, DE 19947"
3151,Delaware Technical and Community College Jack F. Owens Campus II,"21499 Rudder Lane, Georgetown, DE 19947"
3152,Delaware Technical and Community College Jack F. Owens Campus III,"Naticoke Avenue off County Road 431, Georgetown, DE 19947"
3153,Delaware Technical Community College,"100 Campus Drive, Dover, DE 19901"
3154,Delaware Technical and Community College Jack F. Owens Campus,"2179 College Drive, Georgetown, DE 19947"
3155,"Delaware Technical and Community College Orlando J. George, Jr. Campus","333 N. Shipley Street, Wilmington, DE 19801"
3156,Delaware Technical and Community College Stanton Campus,"400 Stanton-Christiana Road, Newark, DE 19713"
3157,Delaware Technical and Community College Georgetown,"21499 Rudder Lane, Georgetown, DE 19947"
3158,Delaware Technical and Community College Stanton Campus,"Nanticoke Avenue off County Road 431, Georgetown, DE 19947"
3159,"Delaware Technical and Community College Orlando J. George, Jr. Campus","333 N Shipley Street, Wilmington, DE 19801"
3160,Delaware Technical and Community College,"400 Stanton-Christiana Rd, Newark, DE 19702"
3161,Delaware State University,"1200 N. Dupont Highway, Dover, DE 19901"
3162,Delaware State University Wilmington Campus,"621 Markey St, Wilmington, DE 19801"
3163,Delaware State University Georgetown Campus,"Route 18, Georgetown, DE 19947"
3164,Delaware State University at Daimler Chrysler,"550 S. College Ave., Newark, DE 19711"
3165,Delaware State University at New Castle County Program,"621 Market Street, Wilmington, DE 19801"
3166,Delaware State University at Sussex County Program,"PO Box 660, Georgetown, DE 19947"
3167,Delaware State University - DSU@Wilmington,"3931 Kirkwood Highway, Wilmington, DE 19808"
3168,University of Delaware,"104 Hullihen Hall, Newark, DE 19716"
3169,University of Delaware at Lewes,"413 Academy St., Newark, DE 19716"
3170,University of Delaware at Wilmington,"413 Academy St., Newark, DE 19716"
3171,University of Delaware at Astra Zeneca,"1800 Concord Pike, Wilmington, DE 19803"
3172,University of Delaware at Christiana Hospital,"4755 Ogletown-Stanton Road, Newark, DE 19718"
3173,University of Delaware at Dover Associate in Arts Program,"Delaware Technical & Community College, 100 Campus Drive, Dover, DE 19904-1383"
3174,University of Delaware at Wilmington Associate in Arts Program,"Delaware Technical & Community College, 333 Shipley Street, Wilmington, DE 19801"
3175,University of Delaware at Georgetown Associate in Arts Program,"Delaware Technical & Community College, P.O. Box 610, Georgetown, DE 19947"
3176,Goldey-Beacom College,"4701 Limestone Rd, Wilmington, DE 19808"
3177,Schilling-Douglas School of Hair Design,"211 Louviers Drive, Shoppes at Louviers, Newark, DE 19711"
3178,Wesley College,"120 N State St, Dover, DE 19901-3875"
3179,Wesley College at Dover Air Force Base,"120 N State St, Dover, DE 19901"
3180,Wesley College - New Castle,"13 Read's Way, New Castle, DE 19720"
3181,Wilmington University,"320 Dupont Highway, New Castle, DE 19720"
3182,Wilmington University at Dover Air Force Base,"436 MSS/DPE, 639 Evreux Street, Room 215, Dover, DE 19902-6639"
3183,Wilmington University at Georgetown,"Delaware Technical & Community College, Georgetown, DE 19947"
3184,Graduate Center,"518 King Street, Wilmington, DE 19801"
3185,Wilmington University - Dover Site,"3282 North DuPont Highway, Building 1, Dover, DE 19901"
3186,College Information Center,"41 Rehoboth Avenue, Rehoboth Beach, DE 19971"
3187,Wilmington University at North Wilmington,"3411 Silverside Road, Wilmington, DE 19810"
3188,Wilmington University - Middletown Site,"651 N. Broad Street, Middletown, DE 19709"
3189,"Wilmington University at JB-MDL, New Jersey","1 School House Road, McGuire AFB, NJ 08641"
3190,Wilmington University at Cumberland County College,"3322 College Drive, Vineland, NJ 08360"
3191,"Wilmington University at Burlington County College, Mt. Laurel Campus","3331 Route 38, Mt. Laurel, NJ 08054"
3192,Wilmington University at Salem Community College,"460 Hollywood Avenue, Carneys Point, NJ 08069"
3193,Wilmington University at Wilson Graduate Center,"31 Read's Way, New Castle, DE 19720"
3194,Wilmington University at John H. Ammon Education Center,"4755 Ogletown-Stanton Road, Newark, DE 19718"
3195,Wilmington University - Rowan College at Gloucester County,"1400 Tanyard Road, Sewell, NJ 08080"
3196,American University,"4400 Massachusetts Avenue N.W., Washington, DC 20016"
3197,American University Tenley Campus,"4300 Nebraka Avenue, N.W., Washington, DC 20016-8068"
3198,American University - HPTi,"4121 Wilson Boulevard, Arlington, VA 22203"
3199,American University at Freddie Mac,"8250 Jones Branch Drive, McLean, VA 22102"
3200,American University Counseling Center,"Mary Graydon 214, Washington, DC 20016-8150"
3201,American University at Wilson High School,"3950 Chesapeake St NW, Washington, DC 20016"
3202,Catholic University of America,"620 Michigan Avenue, NE, Washington, DC 20064"
3203,The Catholic University of America at Library of Congress,"101 Independence Ave, SE, Washington, DC 20540"
3204,The Catholic University of America at Capitol Hill,"First Street, SW, Washington, DC 20515"
3205,The Catholic University of America at SMHEC,"44219 Airport Road, California, MD 20619"
3206,The Catholic University of America at Naval Surface Warfare Center,"Carderock Division, 9500 MacArthur Boulevard, West Bethesda, MD 20817"
3207,The Catholic University of America at Night Vision Lab,"10221 Burbick Road, Suite 430, Fort Belvoir, VA 22060"
3208,The Catholic University of America at VCU,"1111 W. Broad St, Richmond, VA 23284"
3209,The Catholic University of America at Crystal City,"1480 Crystal Drive, Crystal City, VA 22202"
3210,The Catholic University of America at GMU,"4400 University Drive, Fairfax, VA 22030"
3211,"Catholic University of America, The - Hall of States","444 North Capital Street, NW, Washington, DC 20001"
3212,The Catholic University of America ??? Tucson Program (on-site at PCC),"4905-B East Broadway Blvd., Tucson, AZ 85709-1100"
3213,Huntington Ingalls Industries ??? Newport News Shipbuilding (HII-NNS),"300 M Street SE, Washington, DC 20003"
3214,Alexandria,"2050 Ballenger Ave #200, Alexandria, VA 22314"
3215,Corcoran College of Art and Design,"500 17th St NW, Washington, DC 20006-4804"
3216,Corcoran College of Art and Design - S. Dillon Ripley Center of the Smithsonian,"1100 Jefferson Drive, SW, Washington, DC 20007"
3217,Corcoran College of Art and Design at Delaware College of Art and Design,"600 N Market Street, Wilmington, DE 19801"
3218,National Intelligence University,"Department of Defense, Washington, DC 20340-5100"
3219,National Intelligence University at National Security Agency,"9800 Savage Rd., Fort George G. Meade, MD 20755"
3220,National Intelligence University at NGA Campus East (NCE),"7500 GEOINT Drive, Springfield, VA 22150"
3221,National Intelligence University at U.S. Central Command,"7115 South Boundary Blvd., MacDill AFB, FL 33621-5101"
3222,National Intelligence University at FBI Academy,"Marine Corps Base Quantico, Quantico, VA 22135"
3223,University of the District of Columbia,"4200 Connecticut Ave NW, Washington, DC 20008"
3224,University of the District of Columbia at South Dakota Avenue Center,"5171 South Dakota Avenue, Washington, DC 20017"
3225,University of the District of Columbia at North Capitol Street Center,"801 North Capitol Street, NE, Washington, DC 20002"
3226,UNIVERSITY OF THE DISTRICT OF COLUMBIA at Hanger 2,"2801 Thomas Avenue, Washington, D.C., DC 20001"
3227,Dominican House of Studies,"487 Michigan Ave NE, Washington, DC 20017"
3228,Gallaudet University,"800 Florida Ave, NE, Washington, DC 20002-3695"
3229,"George Washington University, The","1918 F Street NW, Washington, DC 20052"
3230,Mount Vernon Campus,"2100 Foxhall Road, Washington, DC 20007"
3231,George Washington University - Virginia Campus,"20101 Academic Way, Ashburn, VA 20147"
3232,George Washington University at Alexandria Graduate Education Center,"1925 Ballenger Avenue, Suite 250, Alexandria, VA 22314"
3233,George Washington University at Hampton Roads Center,"1 Old Oyster Point Road, Newport News, VA 23602"
3234,George Washington University at Hall of States Building,"444 North Capitol Street, Washington, DC 20001"
3235,George Washington University at The Shakespeare Theatre,"450 7th Street NW, Washington, DC 20004"
3236,George Washington University at American Association for the Advancement of Science,"1200 New York Ave, NW, Washington, DC 20005"
3237,George Washington University at Advanced Technology Center,"1800 College Crescent Road, Virginia Beach, VA 23453"
3238,George Washington University at Booz Allen Hamilton Dulles Campus,"One Dulles Center, 13200 Woodland Park Road, Herndon, VA 20171"
3239,George Washington University at Capital One,"West Creek Town Center, 15075 Capital One Drive, Glen Allen, VA 23238"
3240,George Washington University at College of Jewish Studies,"4928 Wyaconda Road, Rockville, MD 20852"
3241,George Washington University at Children's Guild,"6802 McClean Boulevard, Baltimore, MD 21234"
3242,George Washington University at Fort Sam Houston AHS,"BLDG 2840, San Antonio, TX 78234"
3243,George Washington University at Hanover High School,"10307 Chamberlayne Road, Mechanicsville, VA 23116"
3244,George Washington University at Marshall Road Elementary School,"730 Marshall Road, Vienna, VA 21280"
3245,George Washington University at Arlington Education Center,"3601 Wilson Boulevard, Suite 400, Arlington, VA 22201"
3246,"George Washington University at Lockheed Martin Corporation, Goodyear","1300 South Litchfield Road, Goodyear, AZ 85338"
3247,"George Washington University at Lockheed Martin Corporation, Littleton","12999 West Deer Creek Canyon Road, Littleton, CO 80127"
3248,"George Washington University at Lockheed Martin Corporation, Colorado Springs","9970 Federal Drive, Colorado Springs, CO 80921"
3249,"George Washington University at Lockheed Martin Corporation, Honolulu","3375 Koapaka Street, Suite I-500, Honolulu, HI 96819"
3250,"George Washington University at Lockheed Martin Corporation, Las Cruces","2540 North Telshor Boulevard, Suite C, Las Cruces, NM 88011"
3251,"George Washington University at Lockheed Martin Corporation, Fairfax","3201 Jermantown Rd, Fairfax, VA 22030"
3252,"George Washington University at Lockheed Martin Corporation, Santa Maria","2050 South Blosser Road, Santa Maria, CA 93458"
3253,"George Washington University at Lockheed Martin Corporation, San Jose","3130 Zanker Road, San Jose, CA 95134"
3254,"George Washington University at Lockheed Martin Corporation, San Diego","4770 Eastgate Mall, San Diego, CA 92121"
3255,"George Washington University at Lockheed Martin Corporation, Papillon","4502 Maass Road, Papillon, NE 68133"
3256,"George Washington University at Lockheed Martin Corporation, Reston","12355 Sunrise Valley Drive, Reston, VA 20191"
3257,George Washington University at Naval School of Health Science,"34101 Farenholt Ave., San Diego, CA 92134"
3258,George Washington University at Metro Transit Police Headquarters,"600 5th Street, NW, Washington, DC 20001"
3259,George Washington University at Naval Dental School,"8901 Wisconsin Avenue, Building 1, Bethesda, MD 20889"
3260,George Washington University at Naval Surface Warfare Center,"9500 MacArthur Blvd., Cardcrock, MD 20817"
3261,"George Washington University at Naval Surface Warfare Center, Philadelphia","5001 South Broad St., Philadelphia, PA 19112"
3262,George Washington University at McLean Hilton,"7920 Jones Branch Drive, McLean, VA 22101"
3263,George Washington University at Rock Creek Academy,"4401 Connecticut Avenue, Washington, DC 20008"
3264,George Washington University at Ridge School of Montgomery County,"14901 Broschart Road, Rockville, MD 20850"
3265,George Washington University at SAIC,"1710 SAIC Drive, McLean, VA 22102"
3266,George Washington University at Norfolk Public Schools,"800 City Hall Avenue, Norfolk, VA 23501"
3267,George Washington University at Walter Reed Army Medical Center,"6900 Georgia Avenue, NW, Washington, DC 20307"
3268,George Washington University at Southern Maryland Higher Education Center,"44219 Airport Road, California, MD 20619"
3269,George Washington University at SAIC Corporation,"8301 Greensboro Drive, McLean, VA 22102"
3270,George Washington University at NASA Langley,"11 Langley Blvd, Hampton, VA 23681"
3271,George Washington University at Lord Fairfax Community College,"173 Skirmisher Lane, Middletown, VA 22645"
3272,George Washington University at 1350 G Street,"1310 G Street NW, Washington, DC 20009"
3273,George Washington University at The National Geospatial Intelligence Agency,"National Geospatial Intelligence Agency, Reston, VA 20190-0191"
3274,George Washington University - Georgetown,"1800 35th St NW, Washington, DC 20007"
3275,Cocoran School,"500 17th Street NW, Washingon, DC 20006"
3276,"George Washington University, The - George Washington University Arlington Educa","950 Glebe Road, Arlington, VA 22203"
3277,Georgetown University,"37th and O St NW, Washington, DC 20057"
3278,Georgetown University Law Center,"600 New Jersey Avenue, N.W., Washington, DC 20001"
3279,Georgetown University - Downtown Campus,"640 Massachusetts Avenue NW, Washington, DC 20001"
3280,Georgetown University at the Tower Club,"8000 Towers Crescent, Suite 1700, Vienna, VA 22182"
3281,Georgetown University - Convene,"1800 Tysons Blvd, McLean, VA 22102"
3282,Patuxent Institution (Correctional Mental Health Center Jessup),"7555 Waterloo Road, Jessup, MD 20794"
3283,Harrison Center for Career Education,"624 Ninth St NW 4th Fl, Washington, DC 20001"
3284,Howard University,"2400 Sixth St NW, Washington, DC 20059-0001"
3285,Howard University East Campus,"1400 Shepherd Street NE, Washington, DC 20017"
3286,Howard University West Campus,"2900 Van Ness Street NW, Washington, DC 20008"
3287,Dudley Beauty College,"2031 Rhode Island Ave NE, Washington, DC 20018-2834"
3288,Southeastern University,"501 I St SW, Washington, DC 20024-2788"
3289,Strayer University,"1133 15th St NW, Washington, DC 20005"
3290,Strayer University Arlington Campus,"2121 15th Street North, Arlington, VA 22201"
3291,Strayer University Woodbridge Campus,"13385 Minnieville Road, Woodbridge, VA 22192"
3292,Strayer University Fredericksburg Campus,"150 Riverside Parkway, Fredericksburg, VA 22406"
3293,Strayer University Alexandria Campus,"2730 Eisenhower Avenue, Alexandria, VA 22314"
3294,Strayer University Loudoun Campus,"45150 Russell Branch Parkway, Suite 200, Ashburn, VA 20147"
3295,Strayer University Manassas Campus,"9990 Battleview Parkway, Manassas, VA 20109"
3296,Strayer University Takoma Park Campus,"6830 Laurel Street, NW, Washington, DC 20012"
3297,Strayer University Prince Georges Campus,"5110 Auth Way, Suitland, MD 20746-4207"
3298,Strayer University Henrico Campus,"11501 Nuckols Road, Glen Allen, VA 23059"
3299,Strayer University Anne Arundel Campus,"1520 Jabez Run, Millersville, MD 21108"
3300,Strayer University White Marsh Campus,"9920 Franklin Square Drive, 2nd floor, Baltimore, MD 21236"
3301,Strayer University Chesterfield Campus,"15521 Midlothian Turnpike, Midlothian, VA 23113"
3302,Strayer University Chesapeake Campus,"676 Independence Parkway, Suite 300, Chesapeake, VA 23320"
3303,Strayer University Newport News Campus,"813 Diligence Drive, Suite 100, Newport News, VA 23606"
3304,Strayer University Owings Mills Campus,"500 Redland Court, Suite 100, Owings Mills, MD 21117"
3305,Strayer Online Distance Learning Center,"8540 Cinderbed Road, Suite 1500, Lorton, VA 22122"
3306,Strayer University Cary/RTP Campus,"4 Copley Parkway, Morrisville, NC 27560"
3307,Strayer University North Charlotte Campus,"8335 IBM Drive, Suite 150, Charlotte, NC 28262"
3308,Strayer University South Charlotte Campus,"9101 Kings Parade Boulevard, Suite 200, Charlotte, NC 28273"
3309,Strayer University Nashville Campus,"1809 Dabbs Avenue, Nashville, TN 37210-3850"
3310,Strayer University Thousand Oaks Campus,"2620 Thousand Oaks Boulevard, Suite 1100, Memphis, TN 38118"
3311,Strayer University North Raleigh Campus,"3200 Spring Forest Road, Suite 3214, Raleigh, NC 27616"
3312,Strayer University Lower Bucks County Campus,"3800 Horizon Boulevard, Trevose, PA 19053"
3313,Strayer University Delaware County Campus,"760 W. Sproul Road, Suite 200, Springfield, PA 19064"
3314,Strayer University - Birmingham Campus,"3570 Grandview Parkway, Suite 200, Birmingham, AL 35243"
3315,Strayer University - Baymeadows Campus,"8375 Dix Ellis Trail, Hamilton Building, Suite 200, Jacksonville, FL 33410-4269"
3316,Strayer University - Augusta,"1130 Augusta West Parkway, Augusta, GA 30909"
